"REF_DATE","GEO","DGUID","Month of birth","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400731","8.7.2","8.4","","","","1"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, July","Number of live births","Number","223","units","0","v21400732","8.8.1","1457","","","","0"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400733","8.8.2","8.4","","","","1"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, August","Number of live births","Number","223","units","0","v21400734","8.9.1","1486","","","","0"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400735","8.9.2","8.6","","","","1"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, September","Number of live births","Number","223","units","0","v21400736","8.10.1","1479","","","","0"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400737","8.10.2","8.6","","","","1"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, October","Number of live births","Number","223","units","0","v21400738","8.11.1","1462","","","","0"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400739","8.11.2","8.5","","","","1"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, November","Number of live births","Number","223","units","0","v21400740","8.12.1","1271","","","","0"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400741","8.12.2","7.4","","","","1"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, December","Number of live births","Number","223","units","0","v21400742","8.13.1","1415","","","","0"
"1991","Manitoba, place of residence of mother","2016A000246","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400743","8.13.2","8.2","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Total, month of birth","Number of live births","Number","223","units","0","v21400744","9.1.1","15314","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400745","9.1.2","100.0","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, January","Number of live births","Number","223","units","0","v21400746","9.2.1","1301","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400747","9.2.2","8.5","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, February","Number of live births","Number","223","units","0","v21400748","9.3.1","1210","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400749","9.3.2","7.9","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, March","Number of live births","Number","223","units","0","v21400750","9.4.1","1372","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400751","9.4.2","9.0","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, April","Number of live births","Number","223","units","0","v21400752","9.5.1","1361","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400753","9.5.2","8.9","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, May","Number of live births","Number","223","units","0","v21400754","9.6.1","1390","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400755","9.6.2","9.1","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, June","Number of live births","Number","223","units","0","v21400756","9.7.1","1250","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400757","9.7.2","8.2","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, July","Number of live births","Number","223","units","0","v21400758","9.8.1","1305","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400759","9.8.2","8.5","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, August","Number of live births","Number","223","units","0","v21400760","9.9.1","1270","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400761","9.9.2","8.3","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, September","Number of live births","Number","223","units","0","v21400762","9.10.1","1239","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400763","9.10.2","8.1","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, October","Number of live births","Number","223","units","0","v21400764","9.11.1","1249","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400765","9.11.2","8.2","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, November","Number of live births","Number","223","units","0","v21400766","9.12.1","1143","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400767","9.12.2","7.5","","","","1"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, December","Number of live births","Number","223","units","0","v21400768","9.13.1","1224","","","","0"
"1991","Saskatchewan, place of residence of mother","2016A000247","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400769","9.13.2","8.0","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Total, month of birth","Number of live births","Number","223","units","0","v21400770","10.1.1","42782","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400771","10.1.2","100.0","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Month of birth, January","Number of live births","Number","223","units","0","v21400772","10.2.1","3470","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400773","10.2.2","8.1","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Month of birth, February","Number of live births","Number","223","units","0","v21400774","10.3.1","3283","","","","0"
"1991","Alberta, place of residence of mother","2016A000248","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400775","10.3.2","7.7","","","","1"
"1991","Alberta, place of residence of mother","2016A000248","Month of birth, March","Number of live births","Number","223","units","0","v21400776","10.4.1","3726","","","","0"
